"4970","196 CROWN ST #2C, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"3640","35 MORRIS COVE RD, New Haven, CT, ","Match","Exact","35 MORRIS COVE RD, NEW HAVEN, CT, 06512","-72.89267,41.257225","3706068","R","09","009","142800","3021"
"4971","323 MARION ST, New Haven, CT, ","Match","Exact","323 MARION ST, NEW HAVEN, CT, 06512","-72.892525,41.25459","3745432","R","09","009","142800","4001"
"2306","145 BRADLEY ST, New Haven, CT, ","Tie"
"3638","520 WHITNEY AV, New Haven, CT, ","No_Match"
"4969","196 CROWN ST #2B, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"2305","143 BRADLEY ST, New Haven, CT, ","Tie"
"3639","259 CANNER ST, New Haven, CT, ","Match","Exact","259 CANNER ST, NEW HAVEN, CT, 06511","-72.916756,41.324753","3699978","R","09","009","141800","1013"
"2304","141 BRADLEY ST, New Haven, CT, ","Tie"
"2303","139 BRADLEY ST, New Haven, CT, ","Tie"
"2302","133 BRADLEY ST, New Haven, CT, ","Tie"
"2301","131 BRADLEY ST, New Haven, CT, ","Tie"
"2300","754 STATE ST, New Haven, CT, ","Match","Exact","754 STATE ST, NEW HAVEN, CT, 06511","-72.91611,41.311546","3701446","L","09","009","142000","2005"
"3630","570 WHITNEY AV #G-16, New Haven, CT, ","No_Match"
"4961","208 CROWN ST, New Haven, CT, ","Match","Exact","208 CROWN ST, NEW HAVEN, CT, 06510","-72.92895,41.305706","3701142","L","09","009","140100","1021"
"3631","562 WHITNEY AV, New Haven, CT, ","No_Match"
"4962","204 CROWN ST, New Haven, CT, ","Match","Exact","204 CROWN ST, NEW HAVEN, CT, 06510","-72.92888,41.30568","3701142","L","09","009","140100","1021"
"3632","558 WHITNEY AV, New Haven, CT, ","No_Match"
"4963","196 CROWN ST #1, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"3633","550 WHITNEY AV, New Haven, CT, ","No_Match"
"4964","196 CROWN ST #2, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"3634","544 WHITNEY AV, New Haven, CT, ","No_Match"
"4965","196 CROWN ST #3, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"2309","151 BRADLEY ST, New Haven, CT, ","Tie"
"3635","540 WHITNEY AV, New Haven, CT, ","No_Match"
"4966","196 CROWN ST #K, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"2308","149 BRADLEY ST, New Haven, CT, ","Tie"
"3636","532 WHITNEY AV, New Haven, CT, ","No_Match"
"4967","196 CROWN ST #L, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"2307","147 BRADLEY ST, New Haven, CT, ","Tie"
"3637","524 WHITNEY AV, New Haven, CT, ","No_Match"
"4968","196 CROWN ST #2A, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"4980","196 CROWN ST #3B, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"3650","WHITNEY AV, New Haven, CT, ","No_Match"
"4981","196 CROWN ST #3C, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"3651","43 MORRIS COVE RD, New Haven, CT, ","Match","Exact","43 MORRIS COVE RD, NEW HAVEN, CT, 06512","-72.89266,41.257256","3706068","R","09","009","142800","3021"
"4982","329 MARION ST, New Haven, CT, ","Match","Exact","329 MARION ST, NEW HAVEN, CT, 06512","-72.89255,41.25465","3745432","R","09","009","142800","4001"
"2320","179 BRADLEY ST, New Haven, CT, ","Tie"
"2317","167 BRADLEY ST, New Haven, CT, ","Tie"
"3649","305 SAINT RONAN ST, New Haven, CT, ","Match","Exact","305 SAINT RONAN ST, NEW HAVEN, CT, 06511","-72.9191,41.32374","3699968","R","09","009","141800","2000"
"1","51 SOUTH END RD, New Haven, CT, ","No_Match"
"2316","163 BRADLEY ST, New Haven, CT, ","Tie"
"2","157 SOUTH END RD, New Haven, CT, ","Match","Exact","157 S END RD, NEW HAVEN, CT, 06512","-72.89118,41.25387","3706077","R","09","009","142800","4000"
"2315","159 BRADLEY ST, New Haven, CT, ","Tie"
"3","135 TOWNSEND TER, New Haven, CT, ","Match","Exact","135 TOWNSEND TER, NEW HAVEN, CT, 06512","-72.89174,41.27394","3704257","R","09","009","142800","1000"
"2314","157 BRADLEY ST, New Haven, CT, ","Tie"
"4","22 MANSION ST, New Haven, CT, ","Match","Exact","22 MANSION ST, NEW HAVEN, CT, 06512","-72.8937,41.263515","3706007","L","09","009","142800","3014"
"2313","155 BRADLEY ST, New Haven, CT, ","Tie"
"5","501 EAST ST, New Haven, CT, ","Match","Exact","501 EAST ST, NEW HAVEN, CT, 06511","-72.90927,41.31315","3701550","R","09","009","142100","1007"
"2312","153 BRADLEY ST, New Haven, CT, ","Tie"
"6","505 EAST ST, New Haven, CT, ","Match","Exact","505 EAST ST, NEW HAVEN, CT, 06511","-72.90927,41.31319","3701550","R","09","009","142100","1007"
"2311","151 BRADLEY ST #.5, New Haven, CT, ","Tie"
"7","507 EAST ST, New Haven, CT, ","Match","Exact","507 EAST ST, NEW HAVEN, CT, 06511","-72.90926,41.313213","3701550","R","09","009","142100","1007"
"2310","99 TOWNSEND AV, New Haven, CT, ","Match","Exact","99 TOWNSEND AVE, NEW HAVEN, CT, 06512","-72.89317,41.260193","3706042","R","09","009","142800","3019"
"8","511 EAST ST, New Haven, CT, ","Match","Exact","511 EAST ST, NEW HAVEN, CT, 06511","-72.909256,41.313255","3701550","R","09","009","142100","1007"
"3641","307 LAWRENCE ST, New Haven, CT, ","Match","Exact","307 LAWRENCE ST, NEW HAVEN, CT, 06511","-72.91901,41.32063","3699985","R","09","009","141800","2000"
"4972","196 CROWN ST #2D, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"9","545 EAST ST, New Haven, CT, ","Match","Exact","545 EAST ST, NEW HAVEN, CT, 06511","-72.909195,41.313797","3701549","R","09","009","142100","1001"
"3642","211 SAINT RONAN ST, New Haven, CT, ","Match","Exact","211 SAINT RONAN ST, NEW HAVEN, CT, 06511","-72.9198,41.321728","3699983","R","09","009","141800","2000"
"4973","196 CROWN ST #2E, New Haven, CT, ","Match","Exact","196 CROWN ST, NEW HAVEN, CT, 06510","-72.92874,41.305626","3701142","L","09","009","140100","1021"
"3643","217 SAINT RONAN ST, New Haven, CT, ","Match","Exact","217 SAINT RONAN ST, NEW HAVEN, CT, 06511","-72.91979,41.321766","3699983","R","09","009","141800","2000"
