GEOID,race,hs,college,pov,ins,mobi,estimate,race_prop,rent
09009120100,B,1,0.2651162790697674,0.03836930455635491,0.03836930455635491,0.1774580335731415,417,0.06217384821827941,0.8794326241134752
09009120200,B,0.9012738853503185,0.17197452229299362,0,0,0.21019108280254772,314,0.04623085983510012,0.7952380952380952
09009125100,B,0.7394957983193278,0.19327731092436976,0.04054054054054054,0.12162162162162163,0.08648648648648649,370,0.07170542635658915,0
09009125200,B,0.9602385685884692,0.08548707753479125,0.5472837022132797,0.007042253521126761,0.09978308026030369,994,0.1562401760452688,0.7320574162679426
09009125300,B,1,0.12105263157894737,0.3352941176470588,0.08030592734225621,0.124282982791587,523,0.08566748566748567,0.8830188679245283
09009125400,B,0.9329501915708812,0.27011494252873564,0.3940828402366864,0.3029585798816568,0.1606714628297362,845,0.23381294964028776,0.7354838709677419
09009130101,B,1,0.10638297872340426,0,0.13541666666666666,0.03809523809523807,105,0.019699812382739212,0.40625
09009130102,B,0.9172932330827068,0.16541353383458646,0.05102040816326531,0,0.3928571428571429,196,0.06798473812001388,0.5324675324675324
09009130200,B,0.8923076923076922,0.45384615384615384,0,0,0.4285714285714286,196,0.021413744127608433,0.2028985507246377
09009140100,B,0.8782608695652174,0.527536231884058,0.15733333333333333,0.005249343832020997,0.5473684210526315,381,0.10288954901431271,1
09009140200,B,0.6454183266932271,0.09561752988047809,0.4857142857142857,0.04523809523809524,0.021428571428571463,420,0.3706972639011474,1
09009140300,B,0.8344086021505377,0.08387096774193549,0.3581757508342603,0.13355048859934854,0.07019438444924408,926,0.2797583081570997,0.8
09009140400,B,0.8241935483870968,0.11129032258064517,0.43299832495812396,0.09547738693467336,0.2343485617597293,1194,0.2759417610353594,0.5902578796561605
09009140500,B,0.8199404761904762,0.06547619047619048,0.22752293577981653,0,0.1067415730337079,1090,0.24738992283250114,0.6433333333333333
09009140600,B,0.7806364251861883,0.15030467163168584,0.38441330998248685,0.05516637478108581,0.2611464968152867,2373,0.3731132075471698,0.7144686299615877
09009140700,B,0.869605142332415,0.22865013774104684,0.24880668257756564,0.08472553699284009,0.10859188544152742,1676,0.37186598624362105,0.9178571428571428
09009140800,B,0.7773224043715847,0.17486338797814208,0.24078947368421053,0.017982456140350878,0.11738746690203006,2300,0.49989132797217994,0.77
09009140900,B,0.8965303593556382,0.1926889714993804,0.2732919254658385,0.05921325051759834,0.14933444259567386,2427,0.5088050314465409,0.8545994065281899
09009141000,B,0.9189189189189189,0.38006756756756754,0.03959276018099547,0,0.2597254004576659,884,0.1943711521547933,0.8378378378378378
09009141100,B,0.9797297297297297,0.6175675675675676,0.02702702702702703,0.051597051597051594,0.04750204750204745,1221,0.39109545163356824,0.04815864022662889
09009141200,B,0.8567431449356463,0.1846670397313934,0.3058989756269869,0.03461674320028259,0.11020840692334866,2831,0.5259149173323425,0.55
09009141300,B,0.841948310139165,0.20178926441351888,0.27281600780868714,0.012038523274478331,0.12984891792568398,2499,0.3348968105065666,0.8825622775800712
09009141400,B,0.9151724137931034,0.3503448275862069,0.14478764478764478,0.03579676674364896,0.22951456310679608,2598,0.5034883720930232,0.5523504273504274
09009141500,B,0.8162805662805663,0.1167953667953668,0.3280894224798178,0.12254191678741462,0.17127303182579567,4831,0.7338599422755583,0.7173626373626374
09009141600,B,0.841330425299891,0.07851690294438386,0.30441400304414,0.011035007610350075,0.29209138840070303,2845,0.4996487530734106,0.8952536824877251
09009141800,B,0.9249492900608519,0.20892494929006086,0.4429447852760736,0.09897610921501707,0.21655328798185947,882,0.17307692307692307,0.9739130434782609
09009141900,B,0.9817351598173516,0.6666666666666666,0.11221122112211221,0.30033003300330036,0.33993399339933994,303,0.05262243834664814,0.6666666666666666
09009142000,B,0.8634146341463415,0.37073170731707317,0.6431924882629108,0,0.10328638497652587,213,0.070506454816286,1
09009142100,B,0.7021943573667712,0.13479623824451412,0.4174397031539889,0.025974025974025976,0.18058252427184462,539,0.2853361566966649,0.8701923076923077
09009142200,B,0.8266666666666667,0.37333333333333335,0.15,0.1625,0.46739130434782605,92,0.058301647655259824,0.72
09009142300,B,0.9148311306901615,0.0881057268722467,0.21114599686028257,0.05180533751962323,0.03610675039246469,1274,0.17555463690230122,0.837696335078534
09009142400,B,0.8095238095238095,0.1056547619047619,0.4671280276816609,0.01591695501730104,0.4221453287197232,1445,0.17155407811943488,0.7846153846153846
09009142500,B,0.8240963855421687,0.19759036144578312,0.14925373134328357,0.09190887666928516,0.08597986057319906,1291,0.17076719576719576,0.6360225140712945
09009142601,B,0.8969072164948454,0.23711340206185566,0.08633944411590774,0.05535924617196702,0.13154761904761902,1698,0.21680286006128702,0.6963746223564955
09009142603,B,0.8306997742663657,0.07787810383747178,0.19401544401544402,0.09753787878787878,0.06818181818181823,1056,0.2480037576326914,0.8016528925619835
09009142604,B,0.8709677419354839,0.15360983102918588,0.35515151515151516,0.01090909090909091,0.029308323563892125,853,0.23840134153158188,0.45132743362831856
09009142700,B,0.9225449515905948,0.18810511756569848,0.515750463248919,0.043817527010804325,0.10684273709483794,1666,0.17055692055692057,0.7909090909090909
09009142800,B,1,0.6151315789473685,0,0,0.08478260869565213,460,0.11028530328458404,0.10457516339869281
09009150100,B,1,0.36619718309859156,0.4331983805668016,0,0.11261261261261257,247,0.05447728275253639,1
09009150200,B,0.9411764705882353,0.5,0,0,0.019736842105263164,152,0.042081949058693245,0.8653846153846154
09009150300,B,1,0.3790849673202614,0.0457516339869281,0,0.5490196078431373,153,0.0371900826446281,0.391304347826087
09009150400,B,1,0.136,0.22666666666666666,0,0,150,0.036991368680641186,0.2857142857142857
09009150500,B,0.99,0.175,0.006920415224913495,0,0.16262975778546718,289,0.06491464510332434,0.31313131313131315
09009150600,B,1,0.12,0,0,0,213,0.02952592181868589,0
09009150700,B,1,0.36,0,0,0,40,0.008760402978537012,NaN
09009150800,B,1,0.5636363636363636,0,0.12698412698412698,0,74,0.018920992073638454,0.5555555555555556
09009150900,B,1,1,0,0,0.2589285714285714,112,0.028681177976952625,0
09009151000,B,1,0.3,0,0,0,60,0.014272121788772598,0.5909090909090909
09009151100,B,1,0.75,0,0,0,12,0.0017162471395881006,NaN
09009151200,B,0.8571428571428572,0.5142857142857142,0,0,0,70,0.021604938271604937,0
09009154100,B,0.8688063063063063,0.18130630630630631,0.1118524332810047,0.04356357927786499,0.2233124018838305,2548,0.3100511073253833,0.528125
09009154200,B,0.8548601864181091,0.17177097203728361,0.20943075615972812,0.045879354290569246,0.08431116905693181,2354,0.30659025787965616,0.6528925619834711
09009154500,B,0.906930693069307,0.3683168316831683,0.11904761904761904,0.07261904761904762,0.2154761904761905,840,0.17777777777777778,0.8376623376623377
09009154600,B,0.926391382405745,0.20825852782764812,0.11481481481481481,0.1273532668881506,0.046511627906976716,903,0.16709844559585493,0.6145552560646901
09009154700,B,1,0.5016077170418006,0,0.08123249299719888,0.14845938375350143,357,0.053220035778175315,0
09009154800,B,0.8410596026490066,0.3841059602649007,0.004608294930875576,0,0.2304147465437788,217,0.044186520057014865,0
09009154900,B,0.6948051948051948,0.19805194805194806,0,0,0.08057851239669422,484,0.12225309421571104,0.5490196078431373
09009155000,B,0.9149606299212598,0.05196850393700787,0.05226480836236934,0,0.3519163763066202,861,0.14768439108061748,0.5490196078431373
09009155100,B,0.749003984063745,0.11553784860557768,0.07988165680473373,0.07988165680473373,0.2751479289940828,338,0.10098595757394682,0.5505050505050505
09009157100,B,0.8461538461538461,0.8461538461538461,0,0,0.04347826086956519,46,0.01791277258566978,0
09009157200,B,0.6190476190476191,0.5952380952380952,0,0,0.39534883720930236,43,0.011262441068622316,0.4375
09009157300,B,1,1,0,0,1,67,0.02011407985589913,0
09009157400,B,0.6617647058823529,0.17647058823529413,0,0,0,108,0.02542971509300683,0
09009160100,B,1,0.3333333333333333,0,0,0,31,0.009267563527653214,0
09009160200,B,0.9939393939393939,0.32727272727272727,0,0,0.09871244635193133,233,0.040941837989808466,0
09009161100,B,0.9852941176470589,0.19117647058823528,0,0,0,68,0.012354651162790697,0
09009165100,B,0.9608482871125612,0.27569331158238175,0.07142857142857142,0.013513513513513514,0.16890595009596931,1042,0.2218909710391823,0.4464751958224543
09009165200,B,0.9918032786885246,0.2459016393442623,0.21311475409836064,0,0.11475409836065575,122,0.04839349464498215,0.8507462686567164
09009165300,B,1,0.45390070921985815,0,0,0.1806167400881057,227,0.0987385819921705,0.5681818181818182
