Unique ID,Street address,City,State,ZIP
10439,59 ELLIOTT ST,New Haven,CT,
10440,74 SYLVAN AV,New Haven,CT,
10441,68 SYLVAN AV,New Haven,CT,
10442,66 SYLVAN AV,New Haven,CT,
10443,62 SYLVAN AV,New Haven,CT,
10444,60 SYLVAN AV,New Haven,CT,
10445,86 ELLIOTT ST,New Haven,CT,
10446,82 ELLIOTT ST,New Haven,CT,
10447,80 ELLIOTT ST,New Haven,CT,
10448,77 SYLVAN AV,New Haven,CT,
10449,602 TOWNSEND AV,New Haven,CT,
10450,79 SYLVAN AV,New Haven,CT,
10451,81 SYLVAN AV,New Haven,CT,
10452,83 SYLVAN AV,New Haven,CT,
10453,87 SYLVAN AV,New Haven,CT,
10454,89 SYLVAN AV,New Haven,CT,
10455,121 ORCHARD ST,New Haven,CT,
10456,125 ORCHARD ST,New Haven,CT,
10457,129 ORCHARD ST,New Haven,CT,
10458,133 ORCHARD ST,New Haven,CT,
10459,110 ASYLUM ST,New Haven,CT,
10460,596 TOWNSEND AV,New Haven,CT,
10461,106 ASYLUM ST,New Haven,CT,
10462,102 ASYLUM ST,New Haven,CT,
10463,100 ASYLUM ST,New Haven,CT,
10464,57 SYLVAN AV,New Haven,CT,
10465,61 SYLVAN AV,New Haven,CT,
10466,SYLVAN AV,New Haven,CT,
10467,SYLVAN AV,New Haven,CT,
10468,67 SYLVAN AV,New Haven,CT,
10469,69 SYLVAN AV,New Haven,CT,
10470,71 SYLVAN AV,New Haven,CT,
10471,77 ELLIOTT ST,New Haven,CT,
10472,81 ELLIOTT ST,New Haven,CT,
10473,83 ELLIOTT ST,New Haven,CT,
10474,93 ELLIOTT ST,New Haven,CT,
10475,190 LEGION AV,New Haven,CT,
10476,203 WEST ST,New Haven,CT,
10477,56 ANN ST,New Haven,CT,
10478,54 ANN ST,New Haven,CT,
10479,52 ANN ST,New Haven,CT,
10480,50 ANN ST,New Haven,CT,
10481,138 FORT HALE RD,New Haven,CT,
10482,36 ANN ST,New Haven,CT,
10483,34 ANN ST,New Haven,CT,
10484,30 ANN ST,New Haven,CT,
10485,28 ANN ST,New Haven,CT,
10486,24 ANN ST,New Haven,CT,
10487,22 ANN ST,New Haven,CT,
10488,20 ANN ST,New Haven,CT,
10489,18 ANN ST,New Haven,CT,
10490,10 ANN ST,New Haven,CT,
10491,28 KOSSUTH ST,New Haven,CT,
10492,132 FORT HALE RD,New Haven,CT,
10493,24 KOSSUTH ST,New Haven,CT,
10494,20 KOSSUTH ST,New Haven,CT,
10495,681 CONGRESS AV #681,New Haven,CT,
10496,685 CONGRESS AV #685,New Haven,CT,
10497,689 CONGRESS AV #689,New Haven,CT,
10498,699 CONGRESS AV #699,New Haven,CT,
10499,703 CONGRESS AV #703,New Haven,CT,
10500,707 CONGRESS AV #707,New Haven,CT,
10501,711 CONGRESS AV #711,New Haven,CT,
10502,719 CONGRESS AV #719,New Haven,CT,
10503,6 HERVEY ST,New Haven,CT,
10504,725 CONGRESS AV #725,New Haven,CT,
10505,729 CONGRESS AV #729,New Haven,CT,
10506,733 CONGRESS AV #733,New Haven,CT,
10507,739 CONGRESS AV #739,New Haven,CT,
10508,743 CONGRESS AV #743,New Haven,CT,
10509,747 CONGRESS AV #747,New Haven,CT,
10510,751 CONGRESS AV #751,New Haven,CT,
10511,707 CONGRESS AV,New Haven,CT,
10512,763 CONGRESS AV,New Haven,CT,
10513,219 WOODWARD AV,New Haven,CT,
10514,767 CONGRESS AV,New Haven,CT,
10515,781 CONGRESS AV,New Haven,CT,
10516,300 DAVENPORT AV,New Haven,CT,
10517,298 DAVENPORT AV,New Haven,CT,
10518,294 DAVENPORT AV,New Haven,CT,
10519,286 DAVENPORT AV,New Haven,CT,
10520,284 DAVENPORT AV,New Haven,CT,
10521,282 DAVENPORT AV,New Haven,CT,
10522,280 DAVENPORT AV,New Haven,CT,
10523,278 DAVENPORT AV,New Haven,CT,
10524,225 WOODWARD AV,New Haven,CT,
10525,276 DAVENPORT AV,New Haven,CT,
10526,272 DAVENPORT AV,New Haven,CT,
10527,270 DAVENPORT AV,New Haven,CT,
10528,268 DAVENPORT AV,New Haven,CT,
10529,266 DAVENPORT AV,New Haven,CT,
10530,262 DAVENPORT AV,New Haven,CT,
10531,260 DAVENPORT AV,New Haven,CT,
10532,256 DAVENPORT AV,New Haven,CT,
10533,252 DAVENPORT AV,New Haven,CT,
10534,250 DAVENPORT AV,New Haven,CT,
10535,SOUTH END RD,New Haven,CT,
10536,675 TOWNSEND AV #172,New Haven,CT,
10537,231 WOODWARD AV,New Haven,CT,
10538,246 DAVENPORT AV,New Haven,CT,
10539,242 DAVENPORT AV,New Haven,CT,
10540,236 DAVENPORT AV,New Haven,CT,
10541,48 KOSSUTH ST,New Haven,CT,
10542,44 KOSSUTH ST,New Haven,CT,
10543,36 KOSSUTH ST,New Haven,CT,
10544,11 ANN ST,New Haven,CT,
10545,17 ANN ST,New Haven,CT,
10546,21 ANN ST,New Haven,CT,
10547,23 ANN ST,New Haven,CT,
10548,235 WOODWARD AV,New Haven,CT,
10549,25 ANN ST,New Haven,CT,
10550,29 ANN ST,New Haven,CT,
10551,27 ANN ST,New Haven,CT,
10552,31 ANN ST,New Haven,CT,
10553,35 ANN ST,New Haven,CT,
10554,ANN ST,New Haven,CT,
10555,37 ANN ST,New Haven,CT,
10556,39 ANN ST,New Haven,CT,
10557,ANN ST,New Haven,CT,
10558,41 ANN ST,New Haven,CT,
10559,241 WOODWARD AV,New Haven,CT,
10560,43 ANN ST,New Haven,CT,
10561,51 ANN ST,New Haven,CT,
10562,53 ANN ST,New Haven,CT,
10563,57 ANN ST,New Haven,CT,
10564,63 ANN ST,New Haven,CT,
10565,215 WEST ST,New Haven,CT,
10566,WEST ST,New Haven,CT,
10567,219 WEST ST,New Haven,CT,
10568,224 DAVENPORT AV,New Haven,CT,
10569,220 DAVENPORT AV,New Haven,CT,
10570,245 WOODWARD AV,New Haven,CT,
10571,218 DAVENPORT AV,New Haven,CT,
10572,216 DAVENPORT AV,New Haven,CT,
10573,206 DAVENPORT AV,New Haven,CT,
10574,202 DAVENPORT AV,New Haven,CT,
